DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DGGK00000000,UBA3876,SRX822743,Medium,88.93,0.48,0,Pseudomonas stutzeri [species],,,,,3586230,63.00919261,79.64,99.9963445,2591,43,29,3387,0.886979642,407427,484262,83340,123663,112073,166414,11,4,17,0,46,47,0.000198,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGGH00000000,UBA3879,SRX822741,Medium,86.58,0.34,0,Pseudomonas stutzeri [species],,,,,3982089,63.34653537,83.39,99.99692838,42797,604,110,3987,0.846958971,75302,132722,6522,36200,11838,63949,11,13,16,0,37,38,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGGE00000000,UBA3882,SRX822740,Near complete,99.59,0.34,0,Pseudomonas stutzeri [species],1477,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 10701,CP003725.962133.963667,4490496,62.97008493,187.78,99.99757127,2557,56,38,4175,0.886908929,256664,321400,80141,118170,121520,165165,11,2,18,0,47,48,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGDB00000000,UBA3963,SRX822697,Near complete,98.42,0.14,0,Pseudomonas stutzeri [species],,,,,4480464,61.48957295,19.26,99.9808717,10646,112,50,4199,0.887745109,226341,234858,39909,89609,65867,152647,11,0,18,1,46,47,0.000071,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DGCT00000000,UBA3971,SRX836014,Near complete,98.22,0.14,0,Pseudomonas stutzeri [species],,,,,4343711,64.33876594,36.89,99.99933231,370,18,15,4091,0.904284838,746292,875041,241296,289580,385255,459740,11,0,17,0,47,48,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DGCP00000000,UBA3975,ERX552316,Near complete,99.68,1.02,0,Maritimibacter sp. UBA3975 [genus],344,98.525,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter;Maritimibacter alkaliphilus HTCC2654,AAMT01000002.28822.30269,4104456,64.69465044,41.28,99.97746444,4270,50,19,4057,0.911547352,566097,1086459,82003,216024,268181,572282,11,0,18,0,39,41,0.002815,f__Rhodobacteraceae (UID3356),67,330,616,UID3359
DGAG00000000,UBA4036,SRX373030,Near complete,99.19,0.54,0,Epsilonproteobacteria bacterium UBA4036 [class],1513,99.593,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;uncultured bacterium,AB243994.1.1486,2650568,33.24441389,107.39,100.0004151,604,24,18,2617,0.9320855,496041,496041,110415,147253,162905,211128,11,1,18,0,46,46,0.006567,k__Bacteria (UID3060),138,246,338,UID3162
DGAE00000000,UBA4038,SRX373030,Medium,71.75,1.76,0,Arcobacter sp. UBA4038 [genus],,,,,2070544,27.04101674,13.66,97.8885009,877,69,52,2026,0.938430673,129538,129538,29995,39818,56722,65233,11,0,9,0,12,12,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DFZY00000000,UBA4044,SRX211004,Partial,55.19,0.49,0,Thauera sp. UBA4044 [genus],,,,,1953950,65.13164829,89.05,99.97902142,9109,260,152,1971,0.894486041,67594,85547,7480,12854,14662,19956,11,18,18,0,35,35,0,f__Rhodocyclaceae (UID3972),30,241,540,UID3997
DFZR00000000,UBA4051,SRX211001,Near complete,98.55,0.97,0,Sulfurospirillum sp. UBA4051 [genus],,,,,2592771,41.6657697,325.78,100.0016975,708,46,33,2658,0.931549296,290315,290315,56349,78568,111920,111920,11,0,17,0,37,37,0,p__Proteobacteria (UID3061),115,260,395,UID3071
DFZL00000000,UBA4057,SRX211001,Near complete,98.28,0,0,Geobacter sp. UBA4057 [genus],1544,95.98,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter propionicus DSM 2379,CP000482.2886437.2887987,2349844,50.84633546,99.09,99.95742244,1189,78,62,2185,0.900847886,134005,163533,30110,37900,49157,60109,11,0,19,1,44,45,0.01027,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DFZK00000000,UBA4058,SRX211001,Near complete,95.14,0.65,0,Sulfurospirillum sp. UBA4058 [genus],,,,,2604078,43.762817,73.47,99.99573727,114,17,15,2554,0.940340881,367493,381071,153174,173605,220005,296754,11,1,18,0,38,38,0.000662,p__Proteobacteria (UID3061),115,260,395,UID3071
DFYU00000000,UBA4074,SRX211001,Near complete,93.87,4.65,55.56,Geobacter sp. UBA4074 [genus],,,,,2505889,59.02931075,25.38,99.23417518,2575,197,162,2614,0.919626927,69081,133868,12707,15468,19423,22657,11,19,16,1,31,32,0.005359,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DFXN00000000,UBA4107,SRX822299,Near complete,97.32,0.8,42.86,Pseudomonas stutzeri [species],,,,,4239552,63.11582028,17.96,99.64276285,16587,209,142,4070,0.892573319,119459,191041,20205,29856,36793,52524,11,64,17,0,46,46,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DFWM00000000,UBA4134,SRX823338,Near complete,97.15,1.64,16.67,Pseudomonas stutzeri [species],,,,,4263211,63.16041257,374.86,99.95000164,3071,82,61,4015,0.888483352,232950,233417,51952,69888,98968,115512,11,1,18,0,47,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DFVM00000000,UBA4160,SRX822826,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4505088,64.286363,193.58,99.99145094,1671,36,27,4210,0.903509987,458805,507800,125094,166855,250868,267261,11,1,17,0,45,46,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DFVJ00000000,UBA4163,SRX822825,Medium,72.41,0,0,Pseudomonas stutzeri [species],,,,,3725696,64.83209483,102.54,100.0124092,67113,608,168,3614,0.848686527,54179,137924,6017,22176,10553,33389,11,13,17,0,40,40,0.000189,k__Bacteria (UID203),5449,58,104,UID4500
DFUD00000000,UBA4195,SRX703649,Near complete,99.03,0.11,0,Pseudomonas aeruginosa [species],,,,,6293539,66.51001204,127.98,100.0005244,715,46,30,5753,0.897680304,648004,960529,136800,209784,229075,351336,11,0,15,1,38,40,0,o__Pseudomonadales (UID4488),185,308,813,UID4632
DFUA00000000,UBA4198,SRX703649,Near complete,99.34,0.45,0,Hafnia alvei [species],,,,,4570305,48.04384255,26.06,99.98763353,1501,99,69,4162,0.86277546,274070,405836,46149,66236,91528,158579,11,1,18,1,50,52,0,f__Enterobacteriaceae (UID5054),223,300,860,UID5101
DGRM00000000,UBA4388,SRX822755,Near complete,96.76,0,0,Neorhizobium sp. UBA4388 [genus],,,,,5086590,58.80992843,46.74,99.99992134,1316,69,61,5019,0.877672075,680751,1056781,73699,83386,233927,233927,11,1,17,1,38,39,0.002917,o__Rhizobiales (UID3449),345,257,430,UID3638
DGRJ00000000,UBA4391,SRX822756,Near complete,99.41,0.2,0,Pseudomonas stutzeri [species],,,,,4366299,63.14523321,267.72,99.99092798,1230,53,41,4098,0.891542242,617526,630315,82359,106495,152513,166157,11,0,17,0,44,45,0.000217,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGNY00000000,UBA4480,SRX836026,Near complete,99.04,0.75,33.33,Pseudomonas stutzeri [species],,,,,4564458,64.18887669,15.87,99.75791619,4467,79,47,4256,0.896009121,335286,399664,57721,97116,130152,156488,11,3,17,0,45,46,0.000123,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DGNS00000000,UBA4486,SRX621521,Near complete,96.62,1.82,10,Thiotrichaceae bacterium UBA4486 [family],1538,93.001,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;uncultured bacterium,JX504479.1.1534,3214173,54.00431432,134.32,100.0009027,1613,40,19,3030,0.892821575,420636,577607,80314,169167,160796,240350,11,0,20,0,41,41,0.019184,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DGNO00000000,UBA4490,SRX621521,Near complete,97.83,0.43,0,Rhodobiaceae bacterium UBA4490 [family],874,99.766,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;uncultured;uncultured bacterium,JQ032575.1.1371,3447954,60.88609449,56.88,100.000029,579,19,6,3295,0.899150917,812264,832296,181440,574659,494297,494297,11,0,19,0,43,43,0.000487,c__Alphaproteobacteria (UID3305),564,230,349,UID3446
DGNN00000000,UBA4491,SRX621521,Near complete,98.35,1.88,0,Leisingera sp. UBA4491 [genus],,,,,4134743,64.72566781,52.97,99.98043223,394,39,33,3930,0.888617987,482943,482943,106008,125295,203027,209738,11,1,16,0,41,42,0.0001,f__Rhodobacteraceae (UID3375),32,283,625,UID3387
DGNM00000000,UBA4492,SRX621521,Medium,97.51,5.47,5.88,Rhodospirillaceae bacterium UBA4492 [family],,,,,3964415,63.45792797,34.94,99.9866058,12,15,15,3747,0.910008917,708934,708934,264293,264294,455961,455961,11,0,18,0,42,42,0.013733,o__Rhodospirillales (UID3754),63,201,336,UID3781
DGNL00000000,UBA4493,SRX621521,Near complete,93.09,0.47,0,Labrenzia sp. UBA4493 [genus],,,,,6063245,58.9937181,24.51,99.9503392,113,20,18,5524,0.885520542,776003,854654,303156,336846,522643,522645,11,0,18,0,41,41,0,o__Rhizobiales (UID3642),107,316,484,UID3651
DGMV00000000,UBA4509,ERX552322,Near complete,93.69,1.59,8.33,Marinimicrobium sp. UBA4509 [genus],,,,,3917888,59.14156147,14.53,99.10898431,56901,568,102,3501,0.854359798,56849,245179,6797,38410,14365,72685,11,5,16,0,34,35,0.000209,c__Gammaproteobacteria (UID4444),263,232,507,UID4672
DGMG00000000,UBA4524,ERX552320,Medium,84.13,0.5,0,Thalassospira xiamenensis [species],,,,,4368718,55.09238011,12.96,98.61645303,87331,845,158,4445,0.832677,53089,144437,5066,27650,10717,47437,11,3,15,0,33,34,0.000206,o__Rhodospirillales (UID3754),63,201,336,UID3791
DGMB00000000,UBA4529,SRX822689,Medium,78.69,0.14,0,Pseudomonas stutzeri [species],,,,,3626475,63.67428281,57.53,99.99908988,581,17,15,3400,0.89840134,559454,734235,213287,241765,344264,344264,11,3,15,0,38,39,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DGMA00000000,UBA4530,SRX822689,Near complete,98.75,1.6,0,Achromobacter sp. UBA4530 [genus],,,,,6168132,65.65405325,19.21,99.94488395,4773,82,51,5603,0.904298903,486789,578453,75162,120943,151163,194512,11,0,19,0,51,51,0.000187,o__Burkholderiales (UID4000),193,214,427,UID4164
DGLX00000000,UBA4533,SRX822688,Near complete,93.39,0,0,Pseudomonas stutzeri [species],,,,,4181467,64.23577153,140.87,99.98529526,33146,463,94,4270,0.863346524,84347,279152,8959,44483,18696,71359,11,19,17,0,44,45,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DGLW00000000,UBA4534,SRX822688,Near complete,97.69,0.4,0,Enterobacteriaceae bacterium UBA4534 [family],,,,,4450850,55.47681446,55.15,99.99683138,964,48,40,4079,0.895860341,354649,440570,92705,111271,137838,174195,11,0,17,1,51,52,0.000525,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DGLT00000000,UBA4537,SRX822539,Near complete,99.38,0.14,0,Pseudomonas stutzeri [species],,,,,4544921,64.17748432,50.25,99.99795354,497,32,29,4234,0.901817215,426737,426737,142013,156721,249104,260190,11,2,17,0,47,47,0.000065,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DGLL00000000,UBA4545,SRX822534,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4523802,64.16954957,31.25,99.99789946,1160,39,32,4177,0.900180202,654444,654444,115965,141368,233258,249345,11,1,17,0,47,50,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DGLJ00000000,UBA4547,SRX822536,Near complete,98.77,0.14,0,Pseudomonas stutzeri [species],,,,,4413722,62.94837367,158,99.98989217,1303,53,45,4153,0.896400136,312744,312744,83253,98082,148524,164742,11,5,16,1,41,42,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DGLA00000000,UBA4556,SRX822533,Near complete,98.66,0.19,0,Pseudomonas stutzeri [species],,,,,4405757,61.22984502,58.06,99.99815975,4178,50,26,4073,0.890465135,633782,724453,88031,169452,209939,278724,11,6,17,0,42,42,0.001228,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DGKY00000000,UBA4558,SRX822533,Medium,70,0,0,Pseudomonas stutzeri [species],,,,,3073667,63.88387586,20.9,99.81267878,8878,149,66,2879,0.888491174,179214,301125,20569,46570,57289,74052,11,7,15,0,38,40,0,k__Bacteria (UID203),5449,58,104,UID4498
DGJN00000000,UBA4595,SRX822220,Near complete,98.22,0.14,0,Pseudomonas stutzeri [species],,,,,4412093,64.17942121,77.04,99.9989344,1444,21,15,4090,0.902415928,744139,744139,210030,294139,545562,601540,11,3,19,0,51,52,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DGJF00000000,UBA4603,SRX822222,Near complete,93.99,0.34,0,Pseudomonas stutzeri [species],,,,,3838315,64.21863971,45.46,99.10730821,4629,262,225,3786,0.895474707,115872,115874,14632,17059,25998,25998,11,30,17,0,42,42,0.000193,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DGIU00000000,UBA4614,SRX822224,Near complete,98.36,0.14,0,Pseudomonas stutzeri [species],1664,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 4166,CP002622.3615996.3617531,4232926,64.25412752,17.84,99.70903872,14839,175,90,4005,0.890356458,191667,356389,24103,47032,68090,77542,11,5,19,0,52,53,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DHIB00000000,UBA4757,SRX822039,Near complete,98.77,1.29,6.25,Enterobacteriaceae bacterium UBA4757 [family],,,,,4274251,52.83475791,35.72,99.97881049,3269,51,33,3933,0.873472335,384617,457258,83744,129522,186852,214815,11,0,18,1,65,66,0.000785,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DHIA00000000,UBA4758,SRX822039,Medium,89.08,0.14,0,Pseudomonas stutzeri [species],,,,,4052897,62.81956968,32.06,99.99777226,12933,105,43,3816,0.889894562,367296,470106,38475,94253,66663,192659,11,4,16,0,43,43,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DHHF00000000,UBA4779,SRX559915,Near complete,98.77,1.02,0,Sulfurovum sp. UBA4779 [genus],,,,,1862692,41.67963226,110.6,100.0012348,70,15,14,1850,0.9252265,430302,430302,124174,133049,119765,254469,11,0,18,0,35,35,0.007353,k__Bacteria (UID3060),138,244,335,UID3167
DHGU00000000,UBA4790,SRX559915,Near complete,98.77,0.61,0,Sulfurovum sp. UBA4790 [genus],,,,,1781574,40.4783223,43.05,99.99281461,181,17,13,1774,0.918704471,264384,380200,104787,137044,140928,140928,11,0,19,0,36,36,0.006551,k__Bacteria (UID3060),138,244,335,UID3167
DHAD00000000,UBA4963,SRX823327,Partial,66.12,0,0,Pseudomonas stutzeri [species],,,,,3348156,62.39765853,72.31,99.99928315,173,12,10,3131,0.887167742,1337011,1821230,278998,334815,484179,1821230,11,7,18,0,44,45,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DICO00000000,UBA5024,SRX823250,Near complete,98.38,1.08,0,Providencia rettgeri [species],,,,,4188756,40.22972887,45.86,100.0004299,1385,31,17,3714,0.860037204,444196,551235,135076,246397,207344,444200,11,3,18,1,54,55,0,c__Gammaproteobacteria (UID4442),899,185,312,UID5027
DICJ00000000,UBA5029,SRX823254,Near complete,97.54,0.75,0,Pseudomonas stutzeri [species],,,,,4477265,62.3935271,46.46,99.97245394,1126,33,21,4201,0.893237278,1058930,1058934,135640,213203,249698,316005,11,0,17,0,42,42,0.001017,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DHZV00000000,UBA5095,ERX552336,Medium,86.27,0.25,0,Thalassospira xiamenensis [species],,,,,4380441,54.8232328,12.56,97.81965647,81623,895,226,4496,0.831083217,71051,179467,4803,19382,10578,31519,11,10,16,0,38,39,0,o__Rhodospirillales (UID3754),63,201,336,UID3791
DHZP00000000,UBA5101,ERX552332,Medium,82.21,0,0,Rhodospirillaceae bacterium UBA5101 [family],310,97.705,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospira;uncultured bacterium,KJ590695.1.1462,3645016,63.71007861,16.48,99.50380461,54898,536,78,3492,0.854939457,66855,336311,6697,46730,21411,75790,11,2,16,0,30,32,0.013757,o__Rhodospirillales (UID3754),63,201,336,UID3781
DHZG00000000,UBA5110,ERX552333,Near complete,97.84,0,0,Thalassospira xiamenensis [species],,,,,4683076,54.73349841,25.86,99.99580178,14436,129,30,4371,0.880860358,374157,829491,36191,156102,67600,217032,11,4,18,0,46,46,0,o__Rhodospirillales (UID3754),63,201,336,UID3791
DHYZ00000000,UBA5117,SRX822783,Near complete,99.58,1.09,0,Pseudomonas stutzeri [species],,,,,4098733,63.24965299,81.72,99.99304034,3705,55,39,3798,0.888331101,401114,401114,74455,105095,123225,141682,11,0,17,0,47,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DHYV00000000,UBA5121,ERX1114176,Near complete,95.45,0.6,0,Desulfobulbaceae bacterium UBA5121 [family],,,,,3532871,63.18717685,26.59,99.91346203,4940,106,59,3009,0.864242142,266652,313073,33282,59879,69763,105897,11,0,16,1,31,34,0.012169,c__Deltaproteobacteria (UID3217),62,168,280,UID3234
DHYU00000000,UBA5122,ERX1114176,Near complete,92.33,1.09,0,Proteobacteria bacterium UBA5122 [phylum],,,,,2962359,55.02766544,11.59,98.67479056,4336,135,88,2913,0.909425225,104550,122113,21911,33663,41196,55090,11,1,15,0,25,25,0.0079,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DHYF00000000,UBA5137,SRX822332,Medium,83.74,0,0,Pseudomonas stutzeri [species],,,,,3569738,64.28848583,57.97,99.99969183,301,15,14,3318,0.903399633,607134,813315,237962,254981,455163,455304,11,4,17,0,40,40,0.00023,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DHYC00000000,UBA5140,SRX822333,Near complete,99.38,0.14,0,Pseudomonas stutzeri [species],,,,,4389440,64.30978687,47.47,99.99788069,1223,38,33,4076,0.903322747,451585,624143,115479,133013,185690,390574,11,5,17,0,46,48,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DHYA00000000,UBA5142,SRX822333,Near complete,93.81,1.12,5.88,Enterobacteriaceae bacterium UBA5142 [family],,,,,4134758,54.32997939,12.38,98.68866932,27556,349,219,3936,0.872271364,92002,92002,11768,18880,23690,26221,11,2,18,0,57,57,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DHWV00000000,UBA5173,SRX480816,Medium,70.97,1.79,33.33,Desulfobulbaceae bacterium UBA5173 [family],,,,,2126123,55.34779774,17.9,99.8123797,26670,216,115,2141,0.873932035,64152,79974,9719,18488,16869,27969,11,18,16,0,29,30,0.014094,c__Deltaproteobacteria (UID3217),62,168,280,UID3235
DHVY00000000,UBA5196,SRX559902,Medium,72.76,1.72,0,Rhodocyclaceae bacterium UBA5196 [family],783,98.571,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;uncultured;uncultured bacterium,EF205275.1.1500,3285453,61.7946606,68.1,99.84677166,8644,287,193,3331,0.900336422,98446,98452,11417,17023,21754,27637,11,23,15,0,33,33,0.008726,k__Bacteria (UID203),5449,58,104,UID3985
DIOB00000000,UBA5525,SRX823264,Near complete,96.28,0.87,0,Enterobacteriaceae bacterium UBA5525 [family],,,,,4101548,54.23402875,68.71,99.99734097,2308,52,26,3751,0.887471023,410716,714279,78831,157751,175525,247690,11,2,17,1,49,50,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DIMQ00000000,UBA5562,SRX823042,Medium,89.34,0.75,0,Pseudomonas stutzeri [species],,,,,4017905,64.1983503,109.81,99.95364251,1294,33,21,3713,0.902872766,578947,578949,121715,191328,235540,412229,11,1,17,0,46,46,0.000065,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DIMJ00000000,UBA5569,SRX823046,Near complete,91.52,0.14,0,Pseudomonas stutzeri [species],,,,,4047249,63.87008676,163.05,99.93438123,20962,326,60,3840,0.877706561,139778,296446,12350,67454,26167,113275,11,49,17,0,43,45,0.00015,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DILH00000000,UBA5597,SRX836041,Medium,86.48,1.66,72.73,Pseudomonas stutzeri [species],,,,,3740206,64.60493882,8.76,97.16659353,16808,552,394,3871,0.884525077,40489,48580,6745,9492,9331,11411,11,28,17,0,36,36,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DILD00000000,UBA5601,SRX211342,Medium,78.37,1.44,33.33,Thiobacillus denitrificans [species],,,,,2082124,61.08225546,147.67,99.93268083,3964,153,99,2201,0.909053447,109529,109531,13582,21031,28315,34625,11,6,18,0,36,37,0.002163,c__Betaproteobacteria (UID3959),235,209,414,UID3964
DIKT00000000,UBA5611,SRX211342,Medium,70.18,0.88,100,Desulfobulbaceae bacterium UBA5611 [family],,,,,2948531,50.28537149,50.7,99.92747671,4649,166,95,2725,0.877900894,105144,133252,17734,31037,36674,61595,11,14,16,1,33,34,0.011857,k__Bacteria (UID203),5449,57,103,UID3235
DIJH00000000,UBA5649,SRX822243,Near complete,92.08,1.33,33.33,Pseudomonas stutzeri [species],,,,,4137304,64.33361256,18.95,99.81395536,64088,550,297,4092,0.867472876,60572,79278,7405,13930,12407,19235,11,14,16,0,43,46,0.000188,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DIIV00000000,UBA5661,SRX822249,Medium,72.74,0.6,33.33,Pseudomonas stutzeri [species],,,,,2752980,63.73903822,22.72,99.92847671,4225,75,54,2649,0.895836875,171200,254191,36650,50981,71367,101053,11,1,16,0,34,38,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DIIB00000000,UBA5681,ERX556078,Near complete,95.16,0.65,0,Desulfobacteraceae bacterium UBA5681 [family],530,98.289,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;uncultured bacterium,AB858610.1.1408,2876488,45.84424422,97.02,99.99589264,3593,82,71,2824,0.859625349,150764,150764,35035,40513,57759,66880,11,7,18,1,42,44,0.015691,c__Deltaproteobacteria (UID3216),83,155,247,UID3222
DIGY00000000,UBA5710,SRX823306,Near complete,91.59,4.23,78.95,Pseudomonas stutzeri [species],,,,,4242510,63.70688664,294.51,99.93360351,43493,509,179,4096,0.873131,100570,151037,8249,23701,22794,36064,11,36,17,0,36,38,0.000205,c__Gammaproteobacteria (UID4445),228,244,583,UID4497
DIGX00000000,UBA5711,SRX823306,Partial,58.97,0,0,Pseudomonas stutzeri [species],,,,,2533281,63.9646329,62.58,99.67929075,18854,415,286,2598,0.882589022,43106,62208,6058,8857,10136,11704,11,18,12,0,18,19,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DIGP00000000,UBA5719,SRX823309,Medium,81.57,0.27,100,Pseudomonas stutzeri [species],,,,,3677881,64.47137819,50.21,99.61969375,66055,912,285,3863,0.838279977,51596,96858,3960,12904,6772,18122,11,21,16,0,34,34,0.000131,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DIGH00000000,UBA5727,SRX210886,Near complete,100,0.97,0,Sulfurospirillum sp. UBA5727 [genus],426,98.571,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;Sulfurospirillum multivorans DSM 12446,CP007201.2243849.2245346,2634850,41.67216415,701.22,100.0018599,312,36,32,2701,0.932620453,192165,192165,73181,82339,106317,106317,11,1,19,0,39,39,0,p__Proteobacteria (UID3061),115,260,395,UID3071
DIEJ00000000,UBA5777,SRX823278,Near complete,93.36,1.68,0,Achromobacter sp. UBA5777 [genus],,,,,5948297,65.37626966,25.74,98.69496752,10667,427,325,5659,0.898350066,153940,153947,13905,18302,26154,29720,11,5,18,1,45,46,0.000187,o__Burkholderiales (UID4000),193,214,427,UID4164
DJGS00000000,UBA5840,SRX822904,Near complete,98.36,0.14,0,Pseudomonas stutzeri [species],,,,,4511943,64.12430543,92.86,100.0002217,1569,22,14,4196,0.89999652,1072313,1072313,205017,322281,564485,742933,11,2,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DJGR00000000,UBA5841,SRX822904,Near complete,92.05,2.13,19.35,Enterobacteriaceae bacterium UBA5841 [family],,,,,4019972,54.26065555,9.24,92.73072787,25927,546,312,3963,0.861855008,39337,61650,7315,12884,12752,18597,11,8,16,1,44,45,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DJFV00000000,UBA5863,SRX822907,Near complete,95.9,0.27,0,Pseudomonas stutzeri [species],,,,,4305448,62.79858122,80.47,99.99170753,338,22,17,4026,0.893791773,831985,831991,195686,253261,235161,403828,11,32,17,0,44,44,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DJFT00000000,UBA5865,SRX822903,Medium,87.89,0.41,0,Pseudomonas stutzeri [species],,,,,3899465,64.06585618,246.34,99.81860303,46038,656,146,3940,0.856197709,78499,151253,5874,26708,11647,49299,11,49,17,0,44,45,0.000237,c__Gammaproteobacteria (UID4445),228,244,583,UID4497
DJDH00000000,UBA5929,SRX822657,Medium,80.83,0.68,25,Pseudomonas stutzeri [species],,,,,3704527,63.40620765,23.68,99.94063802,64150,610,367,3780,0.862435069,62479,62614,5967,10094,9405,13314,11,6,14,0,34,34,0.000165,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DJDF00000000,UBA5931,SRX835981,Medium,79.94,5.98,35.48,Pantoea sp. UBA5931 [genus],,,,,4054764,54.27576187,6.26,82.77878431,2913,438,409,4156,0.881900895,67512,67512,9250,9913,12990,13229,11,1,15,0,47,47,0.000361,f__Enterobacteriaceae (UID5054),223,305,876,UID5120
DJBZ00000000,UBA5963,SRX822425,Near complete,98.19,0.79,25,Pseudomonas stutzeri [species],1048,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 10701,CP003725.962133.963667,4473649,63.0358452,41.32,99.97021745,7947,119,75,4161,0.883779885,193511,193511,37526,59648,67391,82900,11,0,18,0,46,47,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DJBH00000000,UBA5981,SRX822271,Medium,80.41,0.65,60,Pseudomonas stutzeri [species],,,,,3479206,63.60943355,26.3,98.60070365,14679,541,380,3773,0.875924277,51456,65143,6403,9155,10046,12222,11,63,17,0,44,45,0.000873,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
