DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DHHQ00000000,UBA4768,SRX559915,Near complete,96.66,1.42,0,Thiobacillus denitrificans [species],,,,,2968373,67.8873285,1226.87,100.0039429,1021,38,27,2955,0.922561956,249012,354186,78088,109939,118903,192907,11,11,18,1,41,42,0.00213,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DHHP00000000,UBA4769,SRX559915,Near complete,95.48,1.94,0,Desulfobacteraceae bacterium UBA4769 [family],345,96.46,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured;uncultured bacterium,JN685472.1.1556,3828219,62.43288792,437.47,100.0004965,1598,119,94,3462,0.875442601,120407,124972,32156,40725,50089,56827,11,49,18,0,43,44,0.018038,c__Deltaproteobacteria (UID3216),83,155,247,UID3222
DHGT00000000,UBA4791,SRX559915,Medium,74.09,3.55,0,Desulfatitalea sp. UBA4791 [genus],,,,,4021949,58.24304972,44.07,99.90534311,3224,216,167,3708,0.889220624,125324,125326,18605,24083,37492,46955,11,36,11,0,18,18,0.001548,c__Deltaproteobacteria (UID3216),83,155,247,UID3222
DHFN00000000,UBA4823,SRX559915,Medium,71.06,3.82,0,Anaerolineales bacterium UBA4823 [order],,,,,2547098,43.07740934,10.71,94.87348731,3361,326,275,2396,0.893004117,46055,46061,7802,9262,11403,12879,11,9,12,0,19,20,0.02137,k__Bacteria (UID1452),924,110,163,UID2310
DHFK00000000,UBA4826,SRX699540,Medium,89.91,2.96,0,Anaerolineales bacterium UBA4826 [order],1378,93.929,Bacteria;Chloroflexi;uncultured;uncultured bacterium,AB722258.1.1321,4400079,59.9148474,20.15,99.72665746,3032,293,244,4253,0.906792128,88196,88216,15006,18033,25833,28036,11,14,18,1,41,44,0.028219,k__Bacteria (UID1452),924,109,160,UID2309
DHAE00000000,UBA4962,SRX823326,Near complete,99.03,0.19,0,Comamonadaceae bacterium UBA4962 [family],,,,,4953510,69.38449275,18.53,99.94736836,5916,72,30,4438,0.897761789,513967,666908,68716,165117,122772,276388,11,0,16,0,38,39,0.00087,o__Burkholderiales (UID4105),54,264,553,UID4138
DHAD00000000,UBA4963,SRX823327,Partial,66.12,0,0,Pseudomonas stutzeri [species],,,,,3348156,62.39765853,72.31,99.99928315,173,12,10,3131,0.887167742,1337011,1821230,278998,334815,484179,1821230,11,7,18,0,44,45,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGYR00000000,UBA5001,SRX823320,Near complete,96.38,0,0,Kocuria sp. UBA5001 [genus],,,,,2765421,70.23111342,67.12,99.99974655,3487,47,21,2442,0.88654458,229403,518769,58764,131686,83252,253575,11,3,20,1,45,46,0.000451,o__Actinomycetales (UID1530),622,152,257,UID1630
DGYE00000000,UBA5014,ERX656390,Medium,81.36,2.23,7.14,Gammaproteobacteria bacterium UBA5014 [class],,,,,4020893,63.64417409,22.54,99.89131172,42543,425,205,3854,0.893567921,77377,101984,9360,19614,19576,32863,11,9,11,0,19,19,0.01822,c__Gammaproteobacteria (UID4444),263,232,506,UID4643
DGYC00000000,UBA5016,ERX656395,Medium,84.53,0.63,50,Dechloromonas sp. UBA5016 [genus],,,,,3445350,61.37494647,50.36,99.88804392,43123,666,305,3651,0.857458894,39667,51059,5108,11296,7881,16605,11,135,15,0,29,29,0.005902,c__Betaproteobacteria (UID3971),223,211,424,UID3983
DGYB00000000,UBA5017,ERX656399,Near complete,96.22,0,0,Dechloromonas sp. UBA5017 [genus],,,,,3947998,61.1569372,59.53,99.87753227,4102,265,214,3970,0.893551111,99597,143246,14882,18448,28870,31865,11,62,17,0,36,36,0.005877,c__Betaproteobacteria (UID3971),223,211,424,UID3983
DGXX00000000,UBA5021,ERX656401,Near complete,93.12,0.63,50,Dechloromonas sp. UBA5021 [genus],,,,,3754482,61.19414073,24.02,99.86243776,12176,324,255,3814,0.887977889,60942,64696,11550,14723,20759,22732,11,63,18,0,32,32,0.005877,c__Betaproteobacteria (UID3971),223,211,424,UID3983
DICO00000000,UBA5024,SRX823250,Near complete,98.38,1.08,0,Providencia rettgeri [species],,,,,4188756,40.22972887,45.86,100.0004299,1385,31,17,3714,0.860037204,444196,551235,135076,246397,207344,444200,11,3,18,1,54,55,0,c__Gammaproteobacteria (UID4442),899,185,312,UID5027
DICI00000000,UBA5030,SRX823254,Near complete,97.26,0.45,0,Enterobacteriaceae bacterium UBA5030 [family],,,,,4505578,54.95982451,45.38,99.99655889,1215,33,21,4137,0.893757693,671148,1413020,136495,214551,232465,451320,11,0,17,1,54,55,0.001464,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DICG00000000,UBA5032,SRX823254,Medium,89.29,0.38,0,Stenotrophomonas maltophilia [species],,,,,4297696,66.1443264,15.84,97.2540996,15749,533,363,4182,0.885210587,152581,152585,8033,11839,14128,16736,11,6,19,1,56,57,0,f__Xanthomonadaceae (UID4214),55,290,659,UID4232
DICD00000000,UBA5035,SRX823470,Near complete,97.86,0.11,0,Pantoea sp. UBA5035 [genus],,,,,4466033,59.12206318,30.4,99.87270274,108,29,28,4126,0.879329597,526608,526608,153997,159501,293350,293790,11,3,18,0,59,60,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5111
DICB00000000,UBA5037,SRX823471,Near complete,96.4,0.74,60,Pantoea sp. UBA5037 [genus],,,,,4494608,56.3322878,91.36,99.92056122,1840,121,107,4185,0.870751354,279068,279068,37130,42005,63927,63987,11,1,18,0,50,50,0,f__Enterobacteriaceae (UID5054),223,303,874,UID5112
DICA00000000,UBA5038,SRX823471,Near complete,99.19,0.12,50,Erwinia billingiae [species],,,,,4973408,55.04051336,24.7,99.93630411,1345,50,40,4533,0.882595194,398724,398724,99441,124335,170971,222669,11,1,18,1,62,63,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5105
DIBW00000000,UBA5042,ERX556345,Near complete,98.57,0,0,Idiomarina abyssalis [species],,,,,2757841,46.94456053,226.36,99.99945536,3720,31,15,2646,0.929323337,321463,730352,88842,183856,131110,254874,11,6,18,0,42,43,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4766
DIBV00000000,UBA5043,ERX556345,Near complete,98.32,0.76,0,Arsukibacterium sp. UBA5043 [genus],,,,,3877447,48.4545448,107.47,99.99981939,1631,25,18,3511,0.912204345,532105,769922,155032,215413,299705,329878,11,1,17,0,48,49,0.001546,c__Gammaproteobacteria (UID4761),52,297,693,UID4807
DIBO00000000,UBA5050,ERX556346,Medium,89.6,1.18,75,Idiomarina abyssalis [species],,,,,2700975,46.95084106,77.03,100.0149553,73152,439,68,2531,0.822019086,68004,339056,5985,39720,10897,59153,11,31,19,0,45,45,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4766
DIBN00000000,UBA5051,ERX556346,Near complete,100,0.54,0,Flavobacteriales bacterium UBA5051 [order],,,,,3100086,32.01078002,31.85,99.99896718,1761,26,13,2633,0.924712089,454745,1055190,119166,238468,270256,725498,11,1,19,0,31,31,0.000738,k__Bacteria (UID2569),434,186,278,UID2812
DIAZ00000000,UBA5065,ERX656379,Near complete,91.78,4.89,0,Dietzia sp. UBA5065 [genus],,,,,3109436,71.80055978,56.94,99.89810239,71092,577,193,3138,0.86532027,56195,71761,5265,16111,10190,23721,11,9,19,0,40,40,0.002138,o__Actinomycetales (UID1590),562,170,286,UID1813
DIAY00000000,UBA5066,ERX656379,Medium,87.08,4.27,33.33,Holophagales bacterium UBA5066 [order],,,,,4277280,68.99252743,39.15,99.86440146,45671,553,306,3869,0.901286565,85423,116336,7652,13978,14787,21939,11,15,17,1,37,39,0.031289,k__Bacteria (UID3187),2258,117,188,UID3199
DIAX00000000,UBA5067,ERX656379,Near complete,94.63,1.15,20,Gordonia sp. UBA5067 [genus],,,,,3057902,67.62809259,31.9,99.86359279,16274,187,88,2945,0.917060455,102710,209008,16265,34748,34579,64310,11,0,18,0,39,40,0.003822,o__Actinomycetales (UID1814),148,276,572,UID1931
DIAT00000000,UBA5071,SRX482087,Near complete,95.52,0.92,50,Methylococcaceae bacterium UBA5071 [family],,,,,3158007,42.14446975,41.85,99.87024972,18900,292,223,3020,0.870558552,86692,90380,10750,14161,17433,20044,11,4,17,0,33,34,0.005876,c__Gammaproteobacteria (UID4274),112,289,580,UID4295
DIAP00000000,UBA5075,SRX836037,Near complete,97.1,0.52,0,Stenotrophomonas maltophilia [species],,,,,4454621,66.5108958,35.55,99.40627563,1713,105,82,4072,0.887640497,264083,264083,42408,54324,70481,85951,11,1,18,1,62,63,0,f__Xanthomonadaceae (UID4214),55,290,659,UID4235
DIAO00000000,UBA5076,SRX836037,Near complete,99.11,0.45,0,Leclercia sp. UBA5076 [genus],,,,,4705798,56.23590255,25.79,99.97872765,160,25,23,4394,0.892289469,529638,529638,188225,204599,234917,262626,11,0,18,1,67,68,0.000364,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DIAH00000000,UBA5083,ERX552339,Near complete,95.62,0.7,0,Pseudoalteromonas lipolytica [species],,,,,4352765,41.5775093,11.88,97.54861145,35212,463,96,3839,0.850915912,73605,204153,9325,45341,17666,62134,11,2,13,0,32,32,0,c__Gammaproteobacteria (UID4787),26,296,752,UID4793
DIAE00000000,UBA5086,ERX552335,Near complete,91.5,1.74,16.67,Alphaproteobacteria bacterium UBA5086 [class],769,99.074,Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella;uncultured bacterium,JN683953.1.1454,3523563,56.59132961,14.22,98.88536317,53823,474,62,3521,0.861729732,94564,291691,7320,56831,22353,95565,11,1,15,0,33,34,0.006898,c__Alphaproteobacteria (UID3305),564,230,349,UID3305
DHZG00000000,UBA5110,ERX552333,Near complete,97.84,0,0,Thalassospira xiamenensis [species],,,,,4683076,54.73349841,25.86,99.99580178,14436,129,30,4371,0.880860358,374157,829491,36191,156102,67600,217032,11,4,18,0,46,46,0,o__Rhodospirillales (UID3754),63,201,336,UID3791
DHZA00000000,UBA5116,SRX822786,Near complete,96.67,0.55,0,Enterobacteriaceae bacterium UBA5116 [family],,,,,4373298,55.09838875,25.92,99.9995425,1711,26,17,3941,0.893641824,502067,1041108,168137,257252,408071,433060,11,0,18,1,62,63,0.001464,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DHYY00000000,UBA5118,SRX822251,Near complete,99.01,0.46,0,Leclercia adecarboxylata [species],,,,,4530723,55.90418746,31.53,99.99854207,3758,55,25,4132,0.887574456,474178,720699,82308,181228,144190,246102,11,0,18,1,62,63,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DHYI00000000,UBA5134,SRX822334,Near complete,97.71,1.04,25,Klebsiella oxytoca [species],,,,,5791208,55.39836162,53.27,99.99782291,3665,59,44,5324,0.885049889,472816,516021,98093,131618,182238,200950,11,0,18,1,64,65,0,f__Enterobacteriaceae (UID5121),138,336,1159,UID5159
DHYH00000000,UBA5135,SRX822334,Near complete,97.16,0.31,33.33,Enterobacter hormaechei [species],,,,,4418293,55.66222064,25.46,99.98966392,6561,82,48,4108,0.898600206,330785,334782,53801,92047,92526,161712,11,0,18,1,69,70,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DHYG00000000,UBA5136,SRX822335,Near complete,97.99,0,0,Psychrobacter sp. UBA5136 [genus],,,,,2763153,44.43895506,23.3,99.95450732,2269,78,67,2273,0.832848923,177311,177311,35395,41241,47308,57377,11,0,18,0,37,37,0.002283,o__Pseudomonadales (UID4679),87,364,674,UID4740
DHYF00000000,UBA5137,SRX822332,Medium,83.74,0,0,Pseudomonas stutzeri [species],,,,,3569738,64.28848583,57.97,99.99969183,301,15,14,3318,0.903399633,607134,813315,237962,254981,455163,455304,11,4,17,0,40,40,0.00023,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DHYE00000000,UBA5138,SRX822332,Near complete,98.82,1.18,0,Enterobacteriaceae bacterium UBA5138 [family],,,,,4727344,56.2457344,25.2,99.99248724,2047,56,47,4313,0.885647416,479416,559031,84380,100581,163584,215187,11,0,18,1,70,71,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DHYC00000000,UBA5140,SRX822333,Near complete,99.38,0.14,0,Pseudomonas stutzeri [species],,,,,4389440,64.30978687,47.47,99.99788069,1223,38,33,4076,0.903322747,451585,624143,115479,133013,185690,390574,11,5,17,0,46,48,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DHYB00000000,UBA5141,SRX822333,Near complete,97.41,0.54,16.67,Siccibacter turicensis [species],,,,,4109784,58.34359722,24.39,99.96961613,2341,40,30,3758,0.881036814,408494,446547,102686,136992,253143,257708,11,0,17,0,65,65,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DHXW00000000,UBA5146,SRX710574,Near complete,99.7,0.7,0,Ramlibacter tataouinensis [species],1040,99.211,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;uncultured bacterium,HQ697387.1.1505,5154140,65.63916295,113.29,99.98997519,6908,91,61,4955,0.911666738,346682,346682,56562,84494,108791,141856,11,3,18,0,38,38,0.003744,o__Burkholderiales (UID4000),193,214,427,UID4129
DHXL00000000,UBA5157,SRX710571,Medium,87.13,2.46,21.05,Oxalobacteraceae bacterium UBA5157 [family],,,,,4546398,59.15622501,16.35,99.48179835,95235,948,434,4708,0.835990382,30893,69683,4695,10475,8341,13551,11,35,18,1,39,40,0.003364,o__Burkholderiales (UID4002),107,251,574,UID4099
DHWX00000000,UBA5171,SRX710609,Near complete,97.72,0.03,0,Polaromonas sp. UBA5171 [genus],,,,,4010460,59.12283113,15.27,99.75539399,1973,157,140,4043,0.892584142,157364,170326,25531,28646,46326,50841,11,1,19,0,38,38,0.003068,o__Burkholderiales (UID4000),193,214,427,UID4134
DHVY00000000,UBA5196,SRX559902,Medium,72.76,1.72,0,Rhodocyclaceae bacterium UBA5196 [family],783,98.571,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;uncultured;uncultured bacterium,EF205275.1.1500,3285453,61.7946606,68.1,99.84677166,8644,287,193,3331,0.900336422,98446,98452,11417,17023,21754,27637,11,23,15,0,33,33,0.008726,k__Bacteria (UID203),5449,58,104,UID3985
DHVE00000000,UBA5216,SRX866631,Near complete,96.33,0.67,0,Betaproteobacteria bacterium UBA5216 [class],,,,,6071696,59.77779676,24.93,99.85520334,17689,210,152,5774,0.905568065,164033,198252,28828,39945,49378,71922,11,0,18,0,37,37,0.008615,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DHTQ00000000,UBA5256,SRX691265,Medium,87.88,1.34,0,Bacteroidales bacterium UBA5256 [order],1188,99.687,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;WCHB1-69;uncultured bacterium,EU358741.1.1500,4373840,42.23804533,10.9,97.02046193,87001,670,196,3574,0.818410824,53758,120890,6398,22315,12234,40000,11,5,15,0,25,29,0.008143,k__Bacteria (UID2569),434,186,278,UID2616
DHTL00000000,UBA5261,SRX691266,Near complete,98.57,2.38,0,Bacteroidales bacterium UBA5261 [order],,,,,3286627,38.8302226,106.49,99.9991163,4977,45,24,2692,0.899209128,315136,369288,72925,136942,161784,208171,11,0,19,0,37,37,0.014109,p__Bacteroidetes (UID2605),350,210,316,UID2617
DHSR00000000,UBA5281,SRX691267,Medium,85.13,1.88,0,Bacteroidales bacterium UBA5281 [order],,,,,3397716,41.99988892,353.98,100.0005318,12738,141,84,2823,0.871385955,214686,245786,24006,40449,48089,62148,11,0,19,0,40,40,0.008212,k__Bacteria (UID2569),434,186,278,UID2616
DHRU00000000,UBA5304,SRX823316,Near complete,98.87,0.79,76.92,Enterobacter cloacae [species],,,,,4548281,56.0628129,267.52,99.99636917,3864,69,44,4265,0.894961195,237458,305081,65861,103370,129934,144000,11,0,18,1,55,56,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5134
DHQR00000000,UBA5333,SRX696247,Near complete,93.61,0,0,Proteobacteria bacterium UBA5333 [phylum],,,,,2387735,62.74482819,17.07,99.98412028,26232,167,49,2311,0.889905706,102614,193878,14140,48729,35154,83043,11,9,19,0,41,42,0.019512,c__Gammaproteobacteria (UID4201),1164,174,275,UID4202
DHQP00000000,UBA5335,SRX696246,Near complete,96.1,0,0,Proteobacteria bacterium UBA5335 [phylum],322,99.383,Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;KCM-B-112;uncultured bacterium,JN217180.1.1510,2429950,62.85497197,31.02,99.98886559,31979,179,58,2339,0.889292372,95992,167432,13396,41895,27929,68247,11,8,19,0,43,43,0.019512,c__Gammaproteobacteria (UID4201),1164,174,275,UID4202
DHQM00000000,UBA5338,SRX696246,Medium,84.68,1.43,33.33,Gammaproteobacteria bacterium UBA5338 [class],,,,,2668181,62.17776948,5.73,97.90616844,90562,631,249,2780,0.857415595,57934,65354,4084,10715,8800,13955,11,6,16,0,30,30,0.017772,c__Gammaproteobacteria (UID4443),356,270,451,UID4641
DHQB00000000,UBA5349,SRX691283,Near complete,98.57,2.38,0,Bacteroidales bacterium UBA5349 [order],,,,,3292682,38.84530749,133.25,100.0009726,2542,45,29,2720,0.900066876,298184,366866,73114,113540,152323,228015,11,0,19,0,37,37,0.014109,p__Bacteroidetes (UID2605),350,210,316,UID2617
DIPI00000000,UBA5492,SRX691284,Medium,74.28,1.72,100,Proteiniphilum sp. UBA5492 [genus],,,,,2713063,47.29026571,15.7,99.69978489,58633,492,121,2299,0.844528859,53374,87253,5395,22422,12132,38610,11,9,15,0,23,24,0.004831,k__Bacteria (UID203),5449,58,104,UID2624
DIOT00000000,UBA5507,SRX691285,Medium,70.97,0.54,0,Bacteroidales bacterium UBA5507 [order],,,,,2488564,37.71018024,54.5,100.0020558,7836,99,58,2116,0.916436547,213253,388555,25057,42906,102260,148300,11,14,16,0,33,35,0.008426,k__Bacteria (UID2569),434,186,278,UID2616
DIOI00000000,UBA5518,ERX656386,Partial,68.45,0,0,Gammaproteobacteria bacterium UBA5518 [class],,,,,3713939,63.82722306,15.34,99.17350656,33934,427,198,3576,0.897547321,81621,91041,8618,18757,16644,29805,11,5,12,0,18,20,0.018182,k__Bacteria (UID203),5449,58,104,UID4643
DIOE00000000,UBA5522,ERX656382,Medium,72.41,0,0,Gammaproteobacteria bacterium UBA5522 [class],,,,,3667691,63.48614392,21.88,99.90309358,33257,351,139,3501,0.896915798,81789,148678,10354,26386,21989,45305,11,6,12,0,20,20,0.018295,k__Bacteria (UID203),5449,58,104,UID4643
DIOC00000000,UBA5524,ERX656389,Partial,63.79,1.72,0,Gammaproteobacteria bacterium UBA5524 [class],,,,,3678267,63.98740431,9.54,96.70996377,25906,666,431,3793,0.902014998,40057,51310,5484,8534,8695,11469,11,17,7,0,11,11,0.019225,k__Bacteria (UID203),5449,58,104,UID4643
DIOB00000000,UBA5525,SRX823264,Near complete,96.28,0.87,0,Enterobacteriaceae bacterium UBA5525 [family],,,,,4101548,54.23402875,68.71,99.99734097,2308,52,26,3751,0.887471023,410716,714279,78831,157751,175525,247690,11,2,17,1,49,50,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DIMQ00000000,UBA5562,SRX823042,Medium,89.34,0.75,0,Pseudomonas stutzeri [species],,,,,4017905,64.1983503,109.81,99.95364251,1294,33,21,3713,0.902872766,578947,578949,121715,191328,235540,412229,11,1,17,0,46,46,0.000065,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DIMP00000000,UBA5563,SRX823042,Medium,89.62,2.51,0,Stenotrophomonas maltophilia [species],,,,,4492506,67.22972278,98.99,99.33022404,18174,455,241,4276,0.888332258,146939,180431,9833,18641,22273,30349,11,17,17,0,56,57,0.001088,f__Xanthomonadaceae (UID4214),55,290,659,UID4232
DIMO00000000,UBA5564,SRX823042,Near complete,99.06,0.26,0,Leclercia adecarboxylata [species],,,,,4875582,56.60496932,65.36,99.99926142,1358,40,23,4446,0.893110402,439557,757694,121855,211981,201181,355654,11,0,18,1,65,66,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DIMN00000000,UBA5565,SRX823045,Near complete,98.39,0.42,50,Enterobacter hormaechei [species],,,,,4475698,55.24643246,223.62,99.9991049,6928,107,58,4218,0.892821634,272826,602286,41764,77167,75864,132677,11,1,18,1,55,56,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DIML00000000,UBA5567,SRX823045,Partial,60.5,0,0,Leclercia adecarboxylata [species],,,,,4422969,55.91696745,22.98,99.782808,15348,345,208,4192,0.882585431,210174,260796,12775,21264,26525,36978,11,1,13,1,28,29,0,k__Bacteria (UID203),5449,58,104,UID5131
DIMJ00000000,UBA5569,SRX823046,Near complete,91.52,0.14,0,Pseudomonas stutzeri [species],,,,,4047249,63.87008676,163.05,99.93438123,20962,326,60,3840,0.877706561,139778,296446,12350,67454,26167,113275,11,49,17,0,43,45,0.00015,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DIMG00000000,UBA5572,SRX117744,Near complete,95.65,0.96,0,Micavibrio sp. UBA5572 [genus],,,,,2175647,44.83106272,30.74,99.9602067,4427,48,33,2112,0.914749498,409084,409084,45233,65928,83996,148936,11,0,18,0,33,33,0.019536,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DIME00000000,UBA5574,SRX117740,Near complete,93.65,0.24,50,Candidatus Accumulibacter phosphatis [species],430,100,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus Accumulibacter;uncultured bacterium,HQ010818.1.1499,4283304,61.98287121,71.78,99.97999898,38520,326,204,4046,0.889563057,76593,100621,13020,20996,22830,30772,11,22,18,0,43,44,0.000038,c__Betaproteobacteria (UID3971),223,210,422,UID3976
DILW00000000,UBA5582,SRX646137,Near complete,92.35,1.9,0,Betaproteobacteria bacterium UBA5582 [class],1534,98.817,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus;Azonexus hydrophilus DSM 23864,AUCE01000006.22.1539,3279679,62.90656995,237.21,99.82971277,11084,241,199,3236,0.9215472,79777,80043,13562,16480,25724,26367,11,12,20,0,53,53,0.001031,c__Betaproteobacteria (UID3971),223,211,425,UID3981
DILV00000000,UBA5583,SRX646137,Near complete,99.31,0.34,0,Thiothrix sp. UBA5583 [genus],,,,,3552724,53.58846291,160.68,99.98857999,6317,67,42,3413,0.926447706,233290,402244,52931,84588,94342,135688,11,0,19,0,40,41,0.003098,c__Gammaproteobacteria (UID4274),112,290,580,UID4369
DILR00000000,UBA5587,SRX646137,Medium,86.82,1.92,0,Anaerolineales bacterium UBA5587 [order],,,,,4348265,53.26797499,44.85,99.95637214,34508,251,129,4201,0.907858422,305769,370331,17186,33707,75914,118637,11,17,18,1,41,42,0.003753,k__Bacteria (UID1452),924,110,163,UID2310
DILI00000000,UBA5596,SRX836041,Near complete,99.17,0.53,16.67,Enterobacter hormaechei [species],,,,,4572953,55.47502721,51.65,99.98543536,236,28,26,4270,0.89822244,837368,837368,163311,175882,260752,284230,11,0,18,1,63,65,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DILD00000000,UBA5601,SRX211342,Medium,78.37,1.44,33.33,Thiobacillus denitrificans [species],,,,,2082124,61.08225546,147.67,99.93268083,3964,153,99,2201,0.909053447,109529,109531,13582,21031,28315,34625,11,6,18,0,36,37,0.002163,c__Betaproteobacteria (UID3959),235,209,414,UID3964
DIJP00000000,UBA5641,SRX822247,Medium,89.31,1.51,50,Bacillus cereus [species],,,,,4911438,35.30163982,27.99,99.78940822,48950,624,201,5067,0.804759421,59457,172481,7792,24435,13939,41317,11,30,20,0,44,44,0,g__Bacillus (UID902),44,324,1171,UID925
DIJI00000000,UBA5648,SRX822243,Near complete,95.3,0.19,50,Enterobacter hormaechei [species],,,,,4332178,55.88447623,23.29,99.9643668,10366,110,66,3979,0.897799444,217166,364841,39289,65639,71582,116633,11,8,18,1,63,64,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DIJH00000000,UBA5649,SRX822243,Near complete,92.08,1.33,33.33,Pseudomonas stutzeri [species],,,,,4137304,64.33361256,18.95,99.81395536,64088,550,297,4092,0.867472876,60572,79278,7405,13930,12407,19235,11,14,16,0,43,46,0.000188,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DIJG00000000,UBA5650,SRX822241,Near complete,98.81,0.58,0,Cronobacter turicensis [species],,,,,4497602,57.64549403,79.04,99.99822034,2366,28,17,4081,0.880993249,575103,1081478,160544,264564,238387,382422,11,0,18,1,65,66,0,f__Enterobacteriaceae (UID5121),138,336,1161,UID5129
DIJC00000000,UBA5654,SRX822248,Near complete,98.43,0.52,0,Enterobacteriaceae bacterium UBA5654 [family],,,,,4546655,54.92572998,95.67,99.99614662,5186,65,26,4191,0.88583695,538737,673547,69868,174871,138962,286322,11,0,18,1,50,51,0.000981,f__Enterobacteriaceae (UID5103),157,324,1005,UID5139
DIIY00000000,UBA5658,SRX822248,Medium,89.86,0.97,12.5,Enterobacteriaceae bacterium UBA5658 [family],,,,,4179794,55.20421712,18.45,99.73123294,14105,228,87,3802,0.885376409,124960,223397,18270,48043,41517,85197,11,0,17,1,32,33,0.001464,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DIIR00000000,UBA5665,SRX822301,Near complete,94.64,0.53,0,Klebsiella pneumoniae [species],,,,,4915975,57.75864999,60.29,99.99953195,2008,56,46,4543,0.883035003,383113,383113,87749,106869,129706,140410,11,1,18,1,63,64,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5144
DIIP00000000,UBA5667,SRX822302,Near complete,92.85,3.22,55.26,Leclercia sp. UBA5667 [genus],,,,,4351444,56.11411255,14.47,98.44972642,6856,316,251,4339,0.883474773,115701,115701,13748,17336,22906,25088,11,18,17,0,42,42,0.000364,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DIIO00000000,UBA5668,SRX822307,Near complete,97.32,0.14,50,Klebsiella pneumoniae [species],,,,,5105727,57.66004128,96.2,100.0001567,1825,36,28,4750,0.886629661,603237,603237,141775,182347,259416,355907,11,1,17,1,65,66,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5145
DIIN00000000,UBA5669,SRX822306,Near complete,97.7,0.29,0,Klebsiella oxytoca [species],,,,,5468772,56.12025464,54.58,99.99364118,11785,135,75,5008,0.881306809,220184,346381,40422,72916,68394,121888,11,1,17,1,60,61,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5161
DIIE00000000,UBA5678,ERX556078,Near complete,95.35,2.14,0,Candidatus Microthrix sp. UBA5678 [genus],1086,99.78,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;uncultured bacterium,AY726847.1.1222,2308920,68.56626017,122.83,99.98679509,44611,216,86,2274,0.904585261,79717,98426,10482,26847,25257,49396,11,39,19,1,35,36,0.005665,k__Bacteria (UID1453),901,117,171,UID1455
