DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DGAX00000000,UBA4019,SRX1050775,Medium,73.28,0,0,Halieaceae bacterium UBA4019 [family],,,,,2283985,51.65678181,20.11,99.45920975,56504,439,184,2213,0.854008236,55623,78457,5073,12412,9212,18117,11,16,16,0,24,24,0.006893,k__Bacteria (UID203),5449,58,104,UID4647
DGAW00000000,UBA4020,SRX1050775,Partial,62.41,1.47,0,Flavobacteriaceae bacterium UBA4020 [family],,,,,1507835,38.49465745,12.85,95.92941273,44115,406,151,1450,0.829409053,26459,64283,3605,9985,6696,14319,11,0,6,0,11,11,0.006721,k__Bacteria (UID2566),525,136,208,UID2815
DGAV00000000,UBA4021,SRX1050770,Medium,71.93,1.75,0,Methylophilales bacterium UBA4021 [order],,,,,1094495,37.95026592,66.32,100.0072724,35704,220,64,1137,0.849333254,50120,244741,4812,17101,10713,33830,11,2,14,0,24,24,0,k__Bacteria (UID203),5449,57,103,UID4198
DGAU00000000,UBA4022,SRX1050770,Near complete,91.77,0,0,Flavobacteriaceae bacterium UBA4022 [family],,,,,1849982,44.19965466,34.15,99.99075763,10626,87,31,1676,0.918229475,208375,211112,21142,59676,51010,119241,11,0,16,0,25,26,0,s__algicola (UID2847),33,263,496,UID2867
DGAT00000000,UBA4023,SRX1050770,Near complete,97.08,0,0,Flavobacteriales bacterium UBA4023 [order],,,,,1730429,49.01953959,35.86,99.99327041,6698,55,20,1560,0.945858513,143821,227606,31340,86521,78410,112723,11,0,16,0,30,30,0,k__Bacteria (UID2569),434,186,278,UID2814
DGAS00000000,UBA4024,SRX1050770,Medium,76.48,0.15,0,Rhodobacteraceae bacterium UBA4024 [family],,,,,1897629,51.49842176,19.67,99.86255632,77247,552,196,1856,0.798390518,25094,55702,3297,9681,6061,13524,11,5,14,0,23,24,0.000038,f__Rhodobacteraceae (UID3340),84,330,568,UID3347
DGAR00000000,UBA4025,SRX1050770,Medium,84.78,2.14,33.33,Acidimicrobium sp. UBA4025 [genus],,,,,1671404,51.23316243,16.16,99.58095741,33623,287,112,1779,0.889868039,42444,80628,5706,14923,10206,22995,11,1,17,0,37,38,0.000075,k__Bacteria (UID1453),901,117,171,UID1455
DGAQ00000000,UBA4026,SRX1050770,Near complete,93.7,5,0,Porticoccaceae bacterium UBA4026 [family],,,,,2680431,46.00910617,15.15,99.02839392,27504,241,81,2442,0.861502124,99082,309552,11007,33091,27747,80350,11,15,16,0,25,26,0,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DGAP00000000,UBA4027,SRX1050770,Partial,69.83,0,0,Verrucomicrobia subdivision 6 bacterium UBA4027 [family],899,99.33,Bacteria;Verrucomicrobia;Verrucomicrobia Incertae Sedis;Unknown Order;Unknown Family;Candidatus Methylacidiphilum;uncultured bacterium,GU305773.1.1492,1389213,55.94594272,13.02,98.48076611,47155,391,160,1557,0.847240128,23293,36910,3432,8682,5607,10131,11,1,18,0,35,35,0.000161,k__Bacteria (UID2982),88,148,230,UID3054
DGAO00000000,UBA4028,SRX1050770,Medium,72.65,1.71,0,Acidimicrobium sp. UBA4028 [genus],,,,,1467800,50.46969847,13.25,99.18411966,66369,511,177,1623,0.812792615,19854,37442,2742,8292,4552,10511,11,3,15,1,30,31,0.000082,k__Bacteria (UID1453),901,117,171,UID1455
DGAN00000000,UBA4029,SRX1050770,Medium,71.05,1.49,0,Flavobacteriaceae bacterium UBA4029 [family],,,,,1624416,38.81667186,12.92,98.13463322,29609,278,105,1482,0.862537675,43665,65122,5736,15470,10934,22972,11,6,11,0,13,13,0,s__algicola (UID2846),47,303,571,UID2889
DGAM00000000,UBA4030,SRX1050770,Medium,83.68,0.49,0,Gammaproteobacteria bacterium UBA4030 [class],,,,,2301286,53.16487718,12.42,98.20974111,67866,576,216,2177,0.809266645,28459,50351,3877,10654,6945,15222,11,1,15,1,20,23,0.000038,c__Gammaproteobacteria (UID4443),356,270,451,UID4641
DGAL00000000,UBA4031,SRX1050770,Medium,76.05,0,0,Betaproteobacteria bacterium UBA4031 [class],328,99.387,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;uncultured bacterium,EU799458.1.1501,1553842,45.59236174,12.52,97.79604956,30668,272,97,1535,0.846611818,41191,88474,5599,16018,11260,34249,11,0,17,0,26,26,0.017323,p__Proteobacteria (UID3880),1495,164,261,UID3887
DGAK00000000,UBA4032,SRX1050770,Medium,71.7,3.01,8.33,Bacteroidetes bacterium UBA4032 [phylum],,,,,1953915,37.74962181,12.15,98.18299232,50786,481,222,1878,0.827324116,26370,43440,3956,8801,6426,11792,11,5,18,0,28,29,0.026492,k__Bacteria (UID2570),433,183,274,UID2591
DGAJ00000000,UBA4033,SRX1050770,Partial,57.02,0,0,Flavobacteriaceae bacterium UBA4033 [family],,,,,1443496,31.25223145,12.72,98.29793715,31856,325,158,1428,0.836102074,25260,44011,4343,9136,7384,11656,11,5,8,0,11,12,0.000176,k__Bacteria (UID203),5449,57,103,UID2893
DGAI00000000,UBA4034,SRX822232,Near complete,97.16,0.68,28.57,Pseudomonas sp. UBA4034 [genus],,,,,5428829,61.0185261,35.4,99.44744066,6425,221,153,5128,0.894571739,184634,251354,24535,35482,63573,77775,11,2,16,0,45,45,0.000232,g__Pseudomonas (UID4550),78,368,1044,UID4577
DGAH00000000,UBA4035,SRX822232,Near complete,92.45,0,0,Enterococcaceae bacterium UBA4035 [family],,,,,3208064,42.8922412,8.11,84.02906543,5634,126,48,3200,0.877760543,168109,292643,25416,66834,49157,113996,11,0,13,0,23,23,0,o__Lactobacillales (UID544),293,265,473,UID807
DGAG00000000,UBA4036,SRX373030,Near complete,99.19,0.54,0,Epsilonproteobacteria bacterium UBA4036 [class],1513,99.593,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;uncultured bacterium,AB243994.1.1486,2650568,33.24441389,107.39,100.0004151,604,24,18,2617,0.9320855,496041,496041,110415,147253,162905,211128,11,1,18,0,46,46,0.006567,k__Bacteria (UID3060),138,246,338,UID3162
DGAF00000000,UBA4037,SRX373030,Near complete,95.68,1.08,0,Oblitimonas sp. UBA4037 [genus],,,,,2988401,48.62976993,37.08,99.93387558,4632,128,69,2759,0.882423744,155114,162212,23310,43310,59121,72261,11,1,18,1,39,40,0.001741,c__Gammaproteobacteria (UID4444),263,232,507,UID4489
DGAE00000000,UBA4038,SRX373030,Medium,71.75,1.76,0,Arcobacter sp. UBA4038 [genus],,,,,2070544,27.04101674,13.66,97.8885009,877,69,52,2026,0.938430673,129538,129538,29995,39818,56722,65233,11,0,9,0,12,12,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DGAD00000000,UBA4039,SRX373030,Near complete,98.66,1.18,0,Clostridiales bacterium UBA4039 [order],,,,,3499057,37.078617,73.1,99.99648428,488,67,56,3188,0.927296126,185745,185745,52217,62483,81817,115164,11,0,16,0,46,46,0.02099,o__Clostridiales (UID1212),172,149,263,UID1247
DGAC00000000,UBA4040,SRX822234,Near complete,99.11,0.59,0,Klebsiella variicola [species],,,,,5388018,57.45234582,66.69,99.99556217,2499,53,39,5017,0.883895525,442819,469358,101613,138154,162284,221367,11,0,18,1,72,73,0,f__Enterobacteriaceae (UID5121),138,336,1159,UID5155
DGAB00000000,UBA4041,SRX822230,Near complete,99.18,0,0,Acinetobacter radioresistens [species],,,,,2841742,41.95713391,50.69,99.99683203,802,50,45,2655,0.873964632,170265,170265,56818,63149,89041,90869,11,1,19,0,53,53,0,f__Moraxellaceae (UID4680),86,365,689,UID4726
DGAA00000000,UBA4042,SRX822230,Near complete,99.17,0,0,Bacillus pumilus [species],,,,,3514125,41.19646631,32.13,99.99823429,2785,70,32,3589,0.882405151,218194,453449,50162,109816,78653,172791,11,0,18,0,52,52,0,g__Bacillus (UID864),93,241,711,UID872
DFZZ00000000,UBA4043,SRX211004,Medium,85.29,1.59,100,Rhodocyclaceae bacterium UBA4043 [family],,,,,2900083,67.88039885,355.23,99.92931994,2519,249,222,2846,0.902349691,76521,76523,11636,13063,21308,21308,11,11,16,0,39,39,0.002619,f__Rhodocyclaceae (UID3972),30,241,540,UID3995
DFZY00000000,UBA4044,SRX211004,Partial,55.19,0.49,0,Thauera sp. UBA4044 [genus],,,,,1953950,65.13164829,89.05,99.97902142,9109,260,152,1971,0.894486041,67594,85547,7480,12854,14662,19956,11,18,18,0,35,35,0,f__Rhodocyclaceae (UID3972),30,241,540,UID3997
DFZX00000000,UBA4045,SRX211004,Near complete,97.98,0,0,Bacillales bacterium UBA4045 [order],,,,,5252276,42.76887218,40.58,99.9631335,896,129,114,4892,0.889916486,177304,185402,40708,46072,71770,76294,11,1,13,0,29,29,0.012253,f__Paenibacillaceae (UID971),46,186,481,UID971
DFZW00000000,UBA4046,SRX211004,Medium,87.88,2.74,0,Opitutaceae bacterium UBA4046 [family],,,,,3980207,63.56640017,18.35,99.11435358,12032,556,384,3768,0.891271735,60369,62955,7137,10365,11188,14063,11,15,18,0,37,37,0.006538,k__Bacteria (UID2982),88,146,227,UID3051
DFZV00000000,UBA4047,SRX211001,Near complete,95.16,1.94,0,Smithella sp. UBA4047 [genus],1563,99.808,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;Smithella sp. SC_K08D17,JMED01000290.351.1920,2798139,43.36742409,607.42,99.98344854,802,128,119,2850,0.869829912,76180,76180,21854,23513,34610,36734,11,60,20,1,44,45,0,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFZU00000000,UBA4048,SRX211001,Near complete,90.14,1.32,0,Desulfosporosinus sp. UBA4048 [genus],,,,,2489401,44.02602568,576.68,99.99140245,321,61,57,2370,0.854142422,210572,210572,40804,43673,80008,80350,11,14,18,0,29,29,0,c__Clostridia (UID1085),35,196,420,UID1112
DFZT00000000,UBA4049,SRX211001,Medium,85.03,0,0,Firmicutes bacterium UBA4049 [phylum],1538,96.54,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;uncultured Firmicutes bacterium,GU179924.1.1502,1826274,46.43821385,515.78,99.99923205,3228,140,103,1872,0.859418685,72958,72962,13021,17730,23245,27269,11,100,20,0,40,40,0.002386,p__Firmicutes (UID1022),100,158,295,UID1091
DFZS00000000,UBA4050,SRX211001,Near complete,94.52,0.65,100,Geobacter sp. UBA4050 [genus],,,,,2267977,57.47828858,361.01,99.99469564,5688,164,105,2253,0.916478871,75273,106363,13794,21599,24307,32046,11,32,19,1,37,38,0.005395,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DFZR00000000,UBA4051,SRX211001,Near complete,98.55,0.97,0,Sulfurospirillum sp. UBA4051 [genus],,,,,2592771,41.6657697,325.78,100.0016975,708,46,33,2658,0.931549296,290315,290315,56349,78568,111920,111920,11,0,17,0,37,37,0,p__Proteobacteria (UID3061),115,260,395,UID3071
DFZQ00000000,UBA4052,SRX211001,Medium,83.43,3.49,0,Clostridiaceae bacterium UBA4052 [family],,,,,3313445,47.26929541,333.05,99.99779678,106,111,110,3149,0.885789262,140919,140919,29849,30122,51546,51546,11,120,17,1,29,30,0.000038,o__Clostridiales (UID1375),50,124,332,UID1397
DFZP00000000,UBA4053,SRX211001,Partial,58.32,0.32,0,Firmicutes bacterium UBA4053 [phylum],760,99.712,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;uncultured Clostridia bacterium,EU522653.1.1394,1239205,47.16511373,216.51,99.985426,4129,155,107,1282,0.834298603,36438,57213,7968,11581,12860,17979,11,47,19,0,27,27,0.006958,p__Firmicutes (UID1022),100,158,295,UID1090
DFZO00000000,UBA4054,SRX211001,Near complete,93.55,1.29,0,Syntrophaceae bacterium UBA4054 [family],1556,97.984,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;uncultured;uncultured bacterium,EU399668.1.1492,2656228,53.14485405,201.87,99.99487971,127,69,67,2513,0.875161695,141530,141530,38494,39645,61204,63893,11,6,20,0,48,48,0.014751,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFZN00000000,UBA4055,SRX211001,Near complete,96.7,1.1,0,Candidatus UBP11 bacterium UBA4055 [phylum],1518,99.393,Bacteria;Fibrobacteres;Chitinivibrionia;possible order 07;uncultured bacterium,HQ132402.1.1485,2507553,41.82373035,153.17,99.9978453,1404,88,73,2298,0.934925005,140881,212155,28478,34350,54387,56107,11,12,19,0,39,39,0.043722,k__Bacteria (UID2495),2993,91,147,UID2568
DFZM00000000,UBA4056,SRX211001,Medium,71.93,1.75,0,Desulfobulbaceae bacterium UBA4056 [family],,,,,3311367,60.10255386,110.96,99.99966713,6762,176,94,3059,0.871819101,164785,188788,18776,35227,43965,66048,11,19,15,1,28,30,0,k__Bacteria (UID203),5449,57,103,UID3235
DFZL00000000,UBA4057,SRX211001,Near complete,98.28,0,0,Geobacter sp. UBA4057 [genus],1544,95.98,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter propionicus DSM 2379,CP000482.2886437.2887987,2349844,50.84633546,99.09,99.95742244,1189,78,62,2185,0.900847886,134005,163533,30110,37900,49157,60109,11,0,19,1,44,45,0.01027,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DFZK00000000,UBA4058,SRX211001,Near complete,95.14,0.65,0,Sulfurospirillum sp. UBA4058 [genus],,,,,2604078,43.762817,73.47,99.99573727,114,17,15,2554,0.940340881,367493,381071,153174,173605,220005,296754,11,1,18,0,38,38,0.000662,p__Proteobacteria (UID3061),115,260,395,UID3071
DFZJ00000000,UBA4059,SRX211001,Near complete,92.58,2.58,60,Syntrophaceae bacterium UBA4059 [family],1321,99.658,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;uncultured bacterium,JN685455.1.1557,2958948,49.20621099,65.71,99.98126362,7471,318,230,3055,0.889820977,60444,60448,9281,12864,16537,18867,11,56,16,2,36,38,0.008432,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFZI00000000,UBA4060,SRX211001,Medium,87.21,0,0,Dehalococcoidia bacterium UBA4060 [class],,,,,1452311,49.94676099,51.68,99.95363611,5064,166,110,1566,0.892354324,43659,71258,8718,13202,12870,18979,11,25,18,0,36,36,0.031711,k__Bacteria (UID1452),924,101,151,UID2322
DFZH00000000,UBA4061,SRX211001,Medium,84.18,1.74,50,Firmicutes bacterium UBA4061 [phylum],,,,,1821097,42.41183594,53.79,99.95422771,7773,286,206,2004,0.855012665,125390,125394,6340,8840,10570,12693,11,39,17,0,34,34,0.000107,p__Firmicutes (UID1022),100,158,295,UID1090
DFZG00000000,UBA4062,SRX211001,Partial,66.93,0,0,Candidatus Shapirobacteria bacterium UBA4062 [phylum],1448,90.28,Bacteria;Microgenomates;uncultured bacterium,DQ404753.1.1459,598270,38.15304086,45.34,99.96741095,2978,101,69,714,0.896511608,38602,38615,5893,8670,9234,11336,11,13,17,0,34,36,0.01608,k__Bacteria (UID203),5449,58,104,UID1
DFZF00000000,UBA4063,SRX211001,Medium,70.76,1.09,0,Anaerolineaceae bacterium UBA4063 [family],,,,,2286012,40.60656859,52.08,99.99392815,13227,379,208,2331,0.878131436,40550,80782,5996,10990,10096,15929,11,45,15,0,27,29,0.019372,k__Bacteria (UID1452),924,110,163,UID2310
DFZE00000000,UBA4064,SRX211001,Near complete,97.42,0.32,0,Desulfobacteraceae bacterium UBA4064 [family],,,,,4789436,50.17143462,45.25,99.97107878,10938,457,301,4706,0.867841224,69049,83119,10456,15911,16572,24706,11,38,18,1,37,38,0.009539,c__Deltaproteobacteria (UID3216),83,155,247,UID3230
DFZD00000000,UBA4065,SRX211001,Near complete,91.45,2.82,0,Syntrophaceae bacterium UBA4065 [family],594,93.761,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;uncultured bacterium,HM066225.1.1539,2723914,62.8092905,44.9,99.67114555,1433,129,117,2545,0.893592823,125717,125721,21104,23281,34902,34902,11,4,19,1,38,39,0.015116,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFZC00000000,UBA4066,SRX211001,Near complete,98.31,0,0,Synergistaceae bacterium UBA4066 [family],,,,,1977963,54.05143343,42.59,99.96894349,922,75,63,1928,0.902803035,255401,255403,26360,31396,51896,56127,11,6,18,1,41,42,0.006786,k__Bacteria (UID209),5443,59,105,UID225
DFZB00000000,UBA4067,SRX211001,Partial,57.12,0,0,Patescibacteria group bacterium UBA4067,637,93.722,Bacteria;Parcubacteria;uncultured bacterium,JQ088358.1.1431,592661,29.15734564,36.98,99.81629111,2597,107,73,715,0.902655987,28714,28716,5514,8118,8413,10701,11,0,15,0,28,32,0.03617,k__Bacteria (UID1452),924,101,151,UID2322
DFZA00000000,UBA4068,SRX211001,Near complete,91.23,0.27,0,Peptococcaceae bacterium UBA4068 [family],,,,,2043844,43.22983342,37.94,99.99021277,364,23,19,1965,0.890062549,501305,567635,88846,107570,184241,226347,11,0,19,0,43,44,0.034496,c__Clostridia (UID1085),35,196,420,UID1110
DFYZ00000000,UBA4069,SRX211001,Partial,55.25,0,0,Candidatus Dojkabacteria bacterium UBA4069,1302,96.357,Bacteria;Candidate division WS6;uncultured anaerobic bacterium,AY953204.1.1425,615197,33.28873441,39.17,99.99772399,85,6,5,633,0.925386502,183045,183051,102518,123039,145405,145413,11,1,17,0,30,31,0.00982,k__Bacteria (UID203),5449,58,104,UID1
DFYY00000000,UBA4070,SRX211001,Near complete,99.05,2.62,0,Bacteroidales bacterium UBA4070 [order],560,99.642,Bacteria;Bacteroidetes;Bacteroidetes vadinHA17;uncultured bacterium,KJ578043.1.1486,3430571,49.79782178,31.4,99.97160467,429,61,56,2916,0.922653401,246668,246670,56231,61260,118145,118145,11,19,20,0,40,40,0.021206,p__Bacteroidetes (UID2605),350,210,316,UID2617
DFYX00000000,UBA4071,SRX211001,Near complete,95.16,3.49,0,Paludibacter sp. UBA4071 [genus],,,,,3384481,38.57285899,30.81,99.67976348,8851,396,290,2948,0.851295073,47291,57624,8524,11670,14674,18401,11,19,16,0,34,34,0.004056,k__Bacteria (UID2569),434,186,278,UID2620
DFYW00000000,UBA4072,SRX211001,Near complete,91.05,4.52,50,Desulfobacteraceae bacterium UBA4072 [family],,,,,2832060,53.89907357,28.56,99.76806487,3683,303,261,2744,0.870133754,59772,59772,9334,10850,14092,14880,11,39,17,0,35,35,0.013787,c__Deltaproteobacteria (UID3216),83,155,247,UID3222
DFYV00000000,UBA4073,SRX211001,Medium,84.52,0.95,0,Bacteroidales bacterium UBA4073 [order],,,,,2642304,40.60091533,26.17,99.90418267,4994,260,195,2255,0.840235643,44383,56543,10143,13550,15164,17364,11,1,16,0,29,30,0.003027,p__Bacteroidetes (UID2605),350,210,316,UID2617
DFYU00000000,UBA4074,SRX211001,Near complete,93.87,4.65,55.56,Geobacter sp. UBA4074 [genus],,,,,2505889,59.02931075,25.38,99.23417518,2575,197,162,2614,0.919626927,69081,133868,12707,15468,19423,22657,11,19,16,1,31,32,0.005359,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DFYT00000000,UBA4075,SRX211001,Partial,69,3.23,20,Deltaproteobacteria bacterium UBA4075 [class],,,,,2392450,53.36047977,23.33,99.82923342,1467,190,169,2438,0.889129971,93475,93483,12584,14156,20099,20604,11,2,13,0,25,25,0.003451,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFYS00000000,UBA4076,SRX211001,Medium,75.09,1.57,0,Moorella sp. UBA4076 [genus],,,,,2053645,56.78232591,20.92,99.46315087,7260,278,184,2132,0.816671333,45853,64128,7361,11161,11843,15227,11,8,18,1,29,31,0.006117,c__Clostridia (UID1085),35,196,420,UID1107
DFYR00000000,UBA4077,SRX211001,Near complete,93.52,2.3,0,Spirochaetaceae bacterium UBA4077 [family],401,96.962,Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;uncultured;uncultured bacterium,KJ206697.1.1498,2247739,55.65430853,19.61,99.66453602,3981,148,84,2116,0.910897128,122806,122812,15160,26758,27588,37427,11,2,17,0,27,29,0.00275,k__Bacteria (UID2495),2993,87,141,UID2535
DFYQ00000000,UBA4078,SRX211001,Medium,94.37,6.45,16.67,Geobacter sp. UBA4078 [genus],,,,,3495343,56.54745058,18.45,99.55976119,876,147,139,3297,0.883068128,211076,211084,23771,25146,37799,38445,11,25,14,1,34,35,0.0114,c__Deltaproteobacteria (UID3216),83,155,247,UID3281
DFYP00000000,UBA4079,SRX211001,Near complete,90.88,0.59,0,Desulfovibrio sp. UBA4079 [genus],,,,,2887263,68.02264793,17.7,97.9231653,3644,264,210,2930,0.910867143,97833,97847,10922,13748,17789,20808,11,6,16,1,35,37,0.004496,c__Deltaproteobacteria (UID3218),61,169,284,UID3263
DFYO00000000,UBA4080,SRX211001,Near complete,96.64,0.34,0,Clostridiales bacterium UBA4080 [order],,,,,2242029,34.1638165,15.57,99.07463507,643,86,77,2019,0.881559516,165886,188410,26062,29117,48339,48345,11,5,15,0,28,28,0.018665,o__Clostridiales (UID1212),172,149,263,UID1247
DFYN00000000,UBA4081,SRX211001,Partial,67.27,1.82,0,Anaerolineaceae bacterium UBA4081 [family],,,,,1678382,51.03628783,17.14,99.59168514,17164,440,183,1865,0.873801673,28691,48397,3775,9171,6205,11773,11,13,15,0,22,23,0.016605,k__Bacteria (UID1452),924,110,163,UID2310
DFYM00000000,UBA4082,SRX211001,Near complete,98.31,4.24,0,Candidatus Atribacteria bacterium UBA4082 [phylum],,,,,1682140,37.43702651,14.26,99.07277783,2068,104,78,1609,0.852305991,120434,124701,16154,21565,32656,35787,11,0,15,1,30,31,0.010993,k__Bacteria (UID209),5443,59,105,UID223
DFYL00000000,UBA4083,SRX211001,Medium,88.61,0.46,0,Peptococcaceae bacterium UBA4083 [family],,,,,1462807,42.30427031,13.44,98.24483898,548,25,18,1428,0.895941843,362460,459405,58490,81267,114739,138683,11,0,12,0,22,22,0.030521,c__Clostridia (UID1085),35,196,420,UID1109
DFYK00000000,UBA4084,SRX211001,Near complete,96.72,1.09,0,Proteiniphilum sp. UBA4084 [genus],,,,,2937464,46.91567814,13.01,97.6067102,3302,185,146,2520,0.916260421,105198,105212,15860,20119,28596,30854,11,10,17,0,38,38,0.004418,k__Bacteria (UID2570),433,183,273,UID2624
DFYJ00000000,UBA4085,SRX211001,Medium,85.35,3.85,0,Candidatus Aminicenantes bacterium UBA4085 [phylum],,,,,3491420,65.28957758,13.04,95.98771544,1837,174,155,3078,0.914845822,102928,102942,20055,22525,29739,33460,11,1,18,0,36,37,0.019444,k__Bacteria (UID3187),2258,117,188,UID3198
DFYI00000000,UBA4086,SRX211001,Near complete,90.76,0,0,Dehalococcoidia bacterium UBA4086 [class],389,84.115,Bacteria;Chloroflexi;Dehalococcoidia;GIF9;uncultured Chloroflexi bacterium,DQ811891.1.1467,1323269,42.37022548,13.65,97.00686287,2247,190,157,1367,0.862401371,32543,32547,6952,8428,9690,10879,11,3,14,0,23,24,0.025878,k__Bacteria (UID1452),924,101,151,UID2322
DFYH00000000,UBA4087,SRX211001,Near complete,94.52,0.99,0,Dehalococcoidia bacterium UBA4087 [class],375,85.302,Bacteria;Chloroflexi;Dehalococcoidia;GIF9;uncultured bacterium,FJ821656.1.1454,962248,48.22999421,11.19,96.14275216,189,31,29,1079,0.920566216,92389,92401,31034,33180,41133,45117,11,0,19,0,44,44,0.024672,k__Bacteria (UID1452),924,101,151,UID2322
DFYG00000000,UBA4088,SRX211001,Near complete,91.06,3.39,0,Synergistaceae bacterium UBA4088 [family],,,,,1964432,53.9356937,10.22,93.48936183,3380,247,199,2094,0.89811966,39779,39789,7939,9871,12799,14224,11,5,15,0,26,26,0.009358,k__Bacteria (UID209),5443,59,105,UID225
DFYF00000000,UBA4089,SRX211001,Near complete,96.8,1.12,100,Bacillales bacterium UBA4089 [order],,,,,1210179,42.08692229,10.68,94.09665714,915,70,59,1221,0.91714201,64129,64137,17275,20511,32214,32218,11,0,19,0,32,32,0.027941,k__Bacteria (UID2329),174,89,149,UID2372
DFYE00000000,UBA4090,SRX211001,Medium,78.98,1.96,25,Syntrophaceae bacterium UBA4090 [family],,,,,1881450,56.08681696,9.84,91.40257233,2923,197,152,2001,0.897932977,66058,66072,9535,12377,14276,17791,11,1,7,0,11,12,0.017638,c__Deltaproteobacteria (UID3216),83,155,247,UID3217
DFYD00000000,UBA4091,SRX211001,Near complete,91.6,1.05,50,Firmicutes bacterium UBA4091 [phylum],,,,,1791414,42.45639307,8.24,84.87467878,1733,227,204,1991,0.908167515,45020,45030,7884,8781,11254,11258,11,3,8,1,11,12,0.017134,o__Clostridiales (UID1120),304,143,250,UID1126
DFYC00000000,UBA4092,SRX211001,Medium,86.52,2.25,0,Candidatus UBP4 bacterium UBA4092 [phylum],,,,,3362641,43.49068615,7.66,76.79518452,981,311,308,3107,0.888368993,59576,59586,10809,10917,15407,15412,11,3,13,1,23,25,0.036007,k__Bacteria (UID2495),2993,89,143,UID2496
DFYB00000000,UBA4093,SRX211003,Medium,88.89,2.56,33.33,Cyanobacteria bacterium UBA4093 [phylum],,,,,3824564,63.89230624,151.21,99.99236326,944,71,63,3546,0.894978356,260999,357222,53853,60707,99715,108178,11,3,18,0,44,44,0.028617,k__Bacteria (UID1453),901,117,171,UID2142
DFYA00000000,UBA4094,SRX211003,Medium,85.3,0.73,0,Opitutaceae bacterium UBA4094 [family],381,97.067,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;uncultured bacterium,JX222422.1.1473,3976134,63.53014375,46.54,99.92334167,28748,669,348,3759,0.881339261,43935,80403,5900,11425,10084,15769,11,90,19,0,37,37,0.006538,k__Bacteria (UID2982),88,146,227,UID3051
DFXZ00000000,UBA4095,SRX211003,Near complete,99.1,0,0,Bdellovibrio sp. UBA4095 [genus],,,,,3331637,45.30393374,38.92,99.99672826,72,15,14,3217,0.923414225,1076543,1326452,222104,237974,252306,267135,11,0,18,0,33,34,0.003665,k__Bacteria (UID3187),2258,111,182,UID3301
DFXY00000000,UBA4096,SRX211003,Medium,86.98,5.95,33.33,Bacteriovoracaceae bacterium UBA4096 [family],,,,,3690365,40.69053957,23.59,99.94397206,1134,86,67,3785,0.934835985,248169,248179,42898,55080,68509,97544,11,13,18,0,34,34,0.022257,k__Bacteria (UID3187),2258,112,182,UID3299
DFXX00000000,UBA4097,SRX211003,Medium,83.33,2.73,20,Bacteriovoracaceae bacterium UBA4097 [family],,,,,3545154,41.74581747,18.23,99.69095131,2023,151,122,3599,0.930978457,177255,177265,23464,29058,45059,62309,11,36,17,0,30,30,0.023328,k__Bacteria (UID3187),2258,112,182,UID3299
